framework,branch,commit_id,model_name,platform,soc_code,soc_name,cpu,gpu,npu/apu/xpu/dsp,product,power_mode,backend,cpu_thread_num,avg,max,min,std_dev,battery_level,system_version,repeats,warmup,imei
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,17.036,21.069,16.828,0.418,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,11.991,15.02,11.743,0.33,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,8.497,12.636,7.932,0.464,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENGL,1,23.934,33.095,19.846,0.94,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_VULKAN,1,33.513,33.978,33.179,0.138,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,29.795,30.24,29.404,0.209,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,15.3,15.588,15.099,0.104,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,10.849,14.102,10.503,0.352,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,10.68,15.601,9.926,0.547,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENGL,1,19.243,28.035,17.818,0.97,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_VULKAN,1,30.127,30.64,29.693,0.173,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,33.631,34.059,33.205,0.15,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,17.114,20.882,16.878,0.388,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,12.014,13.216,11.799,0.211,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,8.34,12.738,7.587,0.504,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENGL,1,24.445,27.437,22.211,0.461,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_VULKAN,1,33.999,34.45,33.546,0.14,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,21.45,21.626,21.366,0.049,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,11.336,11.485,11.22,0.055,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,8.305,10.707,7.981,0.608,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,9.788,16.809,8.934,0.54,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENGL,1,23.342,34.461,19.482,2.126,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_VULKAN,1,21.389,21.666,21.237,0.059,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,32.221,32.619,31.522,0.276,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,16.612,20.127,16.2,0.375,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,11.383,14.691,11.206,0.341,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,8.615,13.983,7.928,0.467,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENGL,1,24.846,31.314,20.779,0.65,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_VULKAN,1,32.194,32.703,31.493,0.237,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,28.195,28.538,27.878,0.158,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,14.519,15.143,14.338,0.139,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,10.015,13.162,9.9,0.323,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,10.92,13.195,10.124,0.479,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENGL,1,19.589,30.808,17.8,1.845,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_VULKAN,1,28.239,28.637,27.744,0.163,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,32.432,32.757,31.67,0.185,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,16.59,16.768,16.177,0.117,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,11.386,11.629,11.263,0.076,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,8.983,13.958,8.338,0.533,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENGL,1,24.347,32.289,20.126,0.686,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_VULKAN,1,32.45,32.867,31.623,0.187,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,20.603,20.806,20.468,0.052,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,10.81,11.727,10.718,0.098,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,7.692,9.974,7.529,0.299,100,10,100,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,10.274,14.789,9.446,0.579,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENGL,1,23.429,40.775,18.999,2.526,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_VULKAN,1,20.54,20.82,20.342,0.072,100,10,1000,20,A00000B3860079
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,1,36.342,36.729,36.113,0.109,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,2,18.465,21.855,18.364,0.342,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,4,12.961,16.272,12.795,0.435,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENCL,1,15.128,20.06,11.287,1.537,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENGL,1,27.925,31.617,24.655,0.443,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_VULKAN,1,35.983,46.398,35.589,0.633,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,1,31.555,31.947,31.392,0.088,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,2,16.548,16.739,16.428,0.048,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,4,11.656,14.906,11.434,0.572,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENCL,1,15.777,19.765,12.415,1.482,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENGL,1,28.053,35.334,26.935,0.52,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_VULKAN,1,31.509,41.403,31.287,0.512,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,1,36.015,36.363,35.776,0.104,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,2,18.378,21.788,18.241,0.345,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,4,12.989,16.245,12.822,0.486,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENCL,1,14.788,22.877,9.987,1.791,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENGL,1,27.871,33.43,24.712,0.599,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_VULKAN,1,35.894,47.915,35.46,0.825,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,1,23.423,23.675,23.28,0.074,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,2,12.525,15.76,12.414,0.328,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,4,8.879,12.063,8.711,0.567,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENCL,1,13.811,19.15,10.524,1.739,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENGL,1,22.655,33.423,21.444,0.839,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_VULKAN,1,23.02,23.623,22.847,0.15,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,1,34.554,35.276,34.43,0.103,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,2,18.104,20.988,17.801,0.806,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,4,12.643,13.369,12.34,0.194,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENCL,1,14.526,18.132,11.132,1.5,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENGL,1,27.997,32.458,26.858,0.405,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_VULKAN,1,34.57,45.735,34.375,0.509,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,1,29.944,30.24,29.83,0.064,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,2,15.722,15.848,15.66,0.033,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,4,10.957,13.867,10.816,0.369,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENCL,1,16.098,20.031,12.595,1.591,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENGL,1,28.265,42.734,27.271,0.92,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_VULKAN,1,30.011,30.351,29.87,0.069,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,1,34.545,34.861,34.432,0.069,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,2,17.874,18.127,17.808,0.043,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,4,12.452,15.579,12.346,0.322,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENCL,1,15.087,19.5,11.417,1.558,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENGL,1,25.124,28.947,24.429,0.324,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_VULKAN,1,34.909,35.483,34.67,0.085,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,1,21.997,22.209,21.921,0.049,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,2,11.909,15.037,11.761,0.445,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,ARM,4,8.31,8.403,8.268,0.021,100,10,100,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENCL,1,14.975,24.092,10.917,1.908,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_OPENGL,1,22.576,35.14,21.457,1.221,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,HMA-AL00,big_cores,GPU_VULKAN,1,22.413,29.764,22.058,0.438,100,10,1000,20,A00000A031FA36
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin970,kirin970,4xA73+4xA53,Mali-G72 MP12,Dedicated NPU,ALP-TL00,big_cores,ARM,1,106.037,111.02,101.896,2.489,100,8.0.0,100,20,A0000095381F57
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,kirin970,kirin970,4xA73+4xA53,Mali-G72 MP12,Dedicated NPU,ALP-TL00,big_cores,ARM,2,58.614,62.176,55.297,2.008,100,8.0.0,100,20,A0000095381F57
